id,value
2019-11-30,Creep Van
2019-04-27,Evangelion: 3.0 You Can (Not) Redo
2019-05-07,A Kind of America 2
2019-09-22,G.I. Joe: A Real American Hero (G.I. Joe: The MASS Device)
2019-05-12,Zatoichi at Large (Zatôichi goyô-tabi) (Zatôichi 23)
2019-08-21,Trippin'
2019-12-11,A Blank on the Map
2019-05-12,"Crash Reel, The"
2019-04-27,Baby Face
2019-08-05,"Time Traveler's Wife, The"
2019-08-13,"Next Man, The"
2019-08-04,Neighbors
2019-04-18,"Gnome-Mobile, The"
2019-09-22,Sweet Bird of Youth
2019-07-23,Man in the Wilderness
2019-04-17,"Manitou, The"
2019-12-16,Ghetto (Vilniaus Getas)
2019-06-10,No Impact Man: The Documentary
2019-09-09,"Wizard of Oz, The"
2019-10-27,Return of the Living Dead 3
2019-06-24,Play
2019-04-28,The Challenge
2019-08-04,Children of the Corn 666: Isaac's Return
2019-09-03,Kiwi!
2019-06-20,Saving General Yang
2019-04-09,"Last Shot, The"
2019-10-10,Thirst (a.k.a. Three Strange Loves) (Törst)
2019-03-22,Shotgun Stories
2019-07-09,Bullet to the Head
2019-03-26,Seitsemän veljestä
2019-06-02,"Gorgon, The"
2019-08-18,"Young in Heart, The"
2019-06-15,A Cinderella Story: Once Upon a Song
2019-07-21,The Amazing Dr. Clitterhouse
2019-11-23,"Island, The"
2019-09-28,Raiders From Beneath the Sea
2019-08-20,Skyscraper (Skyskraber)
2019-11-16,Jacqueline Susann's Once Is Not Enough
2019-09-18,Keoma
2019-08-31,"Long Way Down, A"
2019-04-29,"39 Steps, The"
2019-05-03,The Hunters
2019-12-24,"Lady Eve, The"
2019-03-20,Cujo
2019-06-27,Village of the Giants
2019-08-06,Spy Kids: All the Time in the World in 4D
2019-11-28,Nocturna Artificialia
2019-06-11,Futurama: The Beast with a Billion Backs
2019-06-18,Blankman
2019-06-19,"Darjeeling Limited, The"
2019-11-02,Cheech and Chong's Up in Smoke
2019-10-13,Metsän tarina
2019-06-09,"Lady and the Reaper, The (Dama y la muerte, La)"
2019-07-28,Atlas Shrugged: Part II
2019-03-10,One Missed Call
2019-04-15,Two Days
2019-07-05,"Deeper Shade of Blue, A"
2019-11-27,Saving Silverman (Evil Woman)
2019-03-13,"Better Tomorrow II, A (Ying hung boon sik II)"
2019-12-26,"Great Silence, The (Grande silenzio, Il)"
2019-03-28,Slipstream
2019-05-11,Chaos
2019-12-15,Smitty
2019-08-01,Yesterday Girl (Abschied von gestern - Anita G.)
2019-05-15,Crossfire
2019-05-17,Petals on the Wind
2019-06-06,"Revenge of Frankenstein, The"
2019-03-26,The Fighting 69th
2019-05-29,"Donner Party, The"
2019-08-29,Billy the Kid vs. Dracula
2019-03-12,Collision Earth
2019-07-22,"Smurfs 2, The"
2019-09-08,"Birth of a Nation, The"
2019-08-02,ABBA: The Movie
2019-09-17,Open Up to Me (Kerron sinulle kaiken)
2019-08-17,I Am a Sex Addict
2019-07-18,"Man from the Future, The (O Homem do Futuro)"
2019-04-21,Nora's Will (Cinco días sin Nora)
2019-03-13,Moonlight Serenade
2019-12-30,Be with Me
2019-12-07,Comfort and Joy
2019-03-17,"End, The"
2019-06-01,Sword of the Stranger (Sutorejia: Mukô hadan)
2019-07-22,Office Killer
2019-09-06,"Silent World, The (Le monde du silence)"
2019-06-11,"Flame and the Arrow, The"
2019-12-21,"Lost Battalion, The"
2019-09-27,Soo (Art of Revenge)
2019-07-01,Two Days in April
2019-03-27,"Walk Among the Tombstones, A"
2019-10-25,Taste the Blood of Dracula
2019-06-04,"Spirit, The"
2019-07-30,Rollo and the Woods Sprite (Rölli ja metsänhenki)
2019-06-04,Border Incident
2019-11-28,Mary of Scotland
2019-11-08,"Invisible Man, The"
2019-07-28,Punch-Drunk Love
2019-07-10,Free Men (Les hommes libres)
2019-04-20,Darkest Night
2019-04-09,Crossworlds
2019-08-31,Unmade Beds
2019-04-02,"Road Home, The (Wo de fu qin mu qin)"
2019-10-11,Sound of Noise
2019-04-15,Silent Hill: Revelation 3D
2019-05-25,42 Up
2019-12-06,It Started in Naples
2019-03-12,Rio Sex Comedy
2019-07-08,Jekyll
2019-03-30,Darker Than Night
2019-06-19,"Atomic Brain, The"
2019-07-22,White Oleander
2019-08-29,The Key
2019-11-29,For Your Consideration
2019-03-11,Secret Window
2019-11-27,Going Hollywood
2019-06-18,"Laughing Woman, The (Frightened Woman, The) (Femina ridens)"
2019-09-22,Cats & Dogs: The Revenge of Kitty Galore
2019-12-15,Erendira
2019-08-21,Hellraiser: Revelations
2019-08-11,Big Bad Mama II
2019-03-12,Caught
2019-04-15,Coma
2019-03-15,Guy X
2019-04-06,Beyond Enemy Lines (Framom främsta linjen)
2019-12-24,Strangers When We Meet
2019-08-20,Inherent Vice
2019-05-20,"Scorpion King 2: Rise of a Warrior, The"
2019-11-10,Broken Windows
2019-11-02,Assa
2019-12-04,Naked Blood: Megyaku (Nekeddo burâddo: Megyaku)
2019-04-07,Three Kings
2019-10-11,My Mother Likes Women (A mi madre le gustan las mujeres)
2019-06-23,Dhobi Ghat
2019-08-13,Henry & June
2019-11-24,"Sound of Fury, The"
2019-12-24,L.627
2019-12-13,Reap the Wild Wind
2019-06-27,Maryam
2019-11-04,I Am
2019-03-13,Oxford Blues
2019-09-28,People in Places
2019-09-20,London Paris New York
2019-12-08,Cats & Dogs
2019-06-16,The Front
2019-11-20,"Peck on the Cheek, A (Kannathil Muthamittal)"
2019-07-05,Prison (Fängelse) 
2019-08-17,Mystery Science Theater 3000: The Movie
2019-03-30,"Good Man in Africa, A"
2019-05-21,"Last Polka, The"
2019-04-05,"Final Darkness, The (Buio Omega)"
2019-06-25,My Tutor
2019-12-17,If These Walls Could Talk
2019-08-07,Red Sonja
2019-03-23,Alien Contamination
2019-07-29,Dolly and Her Lover (Räpsy ja Dolly eli Pariisi odottaa)
2019-11-07,At Sea
2019-07-08,"Servant, The"
2019-03-15,Rocker
2019-09-26,Stars in My Crown
2019-06-02,Dischord
2019-03-29,Swing Time
2019-10-11,It's a Small World
2019-10-29,"Hard Day's Night, A"
2019-09-09,Donkey Hide (Oslinaya shkura)
2019-10-25,Jane Austen's Mafia!
2019-12-09,Spartacus
2019-05-11,High and Dry
2019-06-19,Lucky Luke: The Ballad of the Daltons
2019-08-14,Children of the Corn 666: Isaac's Return
2019-08-26,She Wore a Yellow Ribbon
2019-05-27,And the Band Played On
2019-03-17,Tall Tale
2019-08-16,"Lone Ranger, The"
2019-03-20,Vivre sa vie: Film en douze tableaux (My Life to Live)
2019-08-25,Lethal Weapon 2
2019-07-18,Reincarnation
2019-07-22,"Gate II: Trespassers, The"
2019-07-08,Gabriel
2019-04-03,Bio Zombie (Sun faa sau si)
2019-06-24,"Last Bolshevik, The (Tombeau d'Alexandre, Le)"
2019-12-11,"House of Small Cubes, The (Tsumiki no ie)"
2019-03-29,"Forgotten, The"
2019-11-05,"Trouble with Harry, The"
2019-05-17,Trick
2019-09-27,Carry on Cabby
2019-10-26,Skidoo
2019-07-15,Sidekicks
2019-04-25,Vice Squad
2019-12-14,Brother (Hermano)
2019-10-09,Dirty Work
2019-04-15,Africa Screams
2019-04-13,Attack of the Crab Monsters
2019-03-08,"Mother Dao, the Turtlelike (Moeder Dao, de schildpadgelijkende)"
2019-06-20,Black and White
2019-12-23,Just Around the Corner
2019-07-22,Tea with Mussolini
2019-07-03,End Game
2019-09-19,"Outlaw and His Wife, The (a.k.a. You and I) (Berg-Ejvind och hans hustru)"
2019-03-28,7 Below (Seven Below)
2019-04-07,Shaft's Big Score!
2019-12-17,Charlie Victor Romeo
2019-03-24,What Price Glory
2019-10-07,Wholly Moses
2019-09-05,"Maze, The"
2019-08-07,Beyond the Time Barrier
2019-10-20,Grace
2019-11-12,Assa
2019-04-28,Room in Rome (Habitación en Roma)
2019-03-25,Foon
2019-09-10,Red-Headed Woman
2019-04-07,Corpo Celeste
2019-08-13,Frenchmen 2
2019-05-16,Homicide
2019-03-07,"Traveler, The (Mossafer)"
2019-04-15,The Great Alligator
2019-10-30,"Dilemma, The"
2019-12-19,Springfield Rifle
2019-05-15,Risky Business
2019-12-27,"Duchess, The"
2019-04-03,Tension
2019-03-09,Superdad
2019-03-13,"Right Kind of Wrong, The"
2019-09-28,"Human Centipede, The (First Sequence)"
2019-08-04,Barnacle Bill
2019-05-18,Princess O'Rourke
2019-08-20,"Dark Knight, The"
2019-04-18,Imagine I'm Beautiful
2019-05-05,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi)
2019-06-05,The Green Years
2019-05-14,Something of Value
2019-03-13,Zebraman
2019-07-15,We Can Be Heroes
2019-09-11,H6: Diario de un asesino
2019-03-29,Welcome to Sherwood! The Story of 'The Adventures of Robin Hood'
2019-07-31,Paris
2019-07-23,"Jungle Book, The"
2019-06-15,Love Can Seriously Damage Your Health
2019-12-04,WW III: World War III (Der 3. Weltkrieg)
2019-05-01,Man of the World
2019-05-20,American Pimp
2019-03-23,God on Trial
2019-11-25,Bob's Birthday
2019-06-06,Lisztomania
2019-10-23,Robin Hood
2019-08-28,Howling V: The Rebirth
2019-11-04,Hans (Kukkulan kuningas) 
2019-05-08,"Man for All Seasons, A"
2019-10-27,Beowulf & Grendel
2019-04-18,"Wake Up, Ron Burgundy"
2019-09-04,Her Alibi
2019-11-07,"Thief of Paris, The (Le voleur)"
2019-05-17,Gate of Flesh (Nikutai no mon)
2019-07-31,"Atomic Cafe, The"
2019-04-19,Volcano
2019-07-07,Wild Guitar
2019-06-12,Journey to Saturn (Rejsen til Saturn)
2019-07-24,"Russia House, The"
2019-06-05,Murphy's Law
2019-11-24,Thirty Seconds Over Tokyo
2019-05-01,Resistance
2019-12-21,"Bachelor Weekend, The"
2019-10-07,Late Autumn (Akibiyori)
2019-03-15,4 Little Girls
2019-08-06,"Barkleys of Broadway, The"
2019-10-12,Hawk the Slayer
2019-08-16,Carbon Copy
2019-06-23,"Body, The"
2019-05-06,Big Trouble in Little China
2019-06-13,Glue
2019-11-22,"Life of Aleksis Kivi, The (Aleksis Kiven elämä)"
2019-12-18,Louis C.K.: Hilarious
2019-05-29,"Day They Robbed the Bank of England, The"
2019-05-19,Allegro non troppo
2019-06-05,At Land
2019-05-12,Winnie the Pooh and the Honey Tree
2019-10-13,Spanglish
2019-11-18,Film Geek
2019-04-15,The Legend of Sarila
2019-12-16,"Mother, The"
2019-11-05,Loch Ness
2019-11-06,"Family, The (Famiglia, La)"
2019-12-20,Bedlam
2019-09-09,Dark Water
2019-10-20,Camille Rewinds
2019-07-05,"Not with My Wife, You Don't!"
2019-04-04,"Homem Que Desafiou o Diabo, O"
2019-11-26,Waltz with Bashir (Vals im Bashir)
2019-12-29,Need for Speed
2019-11-05,See Heaven
2019-12-11,"Slight Case of Murder, A"
2019-10-19,Picture Perfect
2019-06-25,"Night of the Hunter, The"
2019-06-08,"Thing, The"
2019-03-31,B. Monkey
2019-08-08,Captivity
2019-10-17,Baby Boom
2019-06-20,Linsanity
2019-05-26,Tenure
2019-05-21,Chesty: A Tribute to a Legend
2019-12-10,Suture
2019-11-26,Bulldog Drummond Escapes
2019-11-10,Seconds
2019-12-22,I'm All Right Jack
2019-06-14,Petits Freres (Petits Frères)
2019-10-16,Half of a Yellow Sun
2019-10-02,"Pirates of Penzance, The"
2019-07-23,Murphy's Romance
2019-03-10,Brainscan
2019-03-17,Hannibal Rising
2019-04-23,84 Charing Cross Road
2019-12-17,American Pastime
2019-06-20,Enter the Phoenix (Da lao ai mei li)
2019-09-03,Spring Break Shark Attack
2019-07-27,J.C. Chávez (a.k.a. Chavez)
2019-11-16,After Porn Ends
2019-08-08,"Illusionist, The"
2019-10-08,"Harvest: 3,000 Years (Mirt Sost Shi Amit)"
2019-12-23,Crying Freeman
2019-09-24,AmericanEast
2019-05-17,Treasure Island
2019-05-17,"Day's Pleasure, A (Ford Story, A)"
2019-07-31,"Passion of the Christ, The"
2019-08-27,"Good Morning, Miss Dove"
2019-06-02,Three Quarter Moon
2019-03-08,Dinoshark
2019-11-17,Mr. Wonderful
2019-07-17,BookWars
2019-08-14,"Adventures of Felix, The (a.k.a. Funny Felix) (Drôle de Félix)"
2019-10-11,Games
2019-07-28,Fear X
2019-04-11,Conquest
2019-03-30,Parental Guidance
2019-11-20,Insurgent
2019-05-13,"Dreamlife of Angels, The (Vie rêvée des anges, La)"
2019-08-10,Ben-Hur: A Tale of the Christ
2019-11-01,Bulworth
2019-12-22,"Life of Aleksis Kivi, The (Aleksis Kiven elämä)"
2019-07-03,Nobody Walks
2019-06-07,Thin Ice
2019-06-02,Gotti
2019-09-27,Across the Sea of Time
2019-04-03,Ripe
2019-06-28,It All Starts Today (Ça commence aujourd'hui)
2019-08-22,Uncle Sam
2019-11-03,Retreat
2019-09-07,Chocchan's Story (Chocchan monogatari)
2019-08-24,"Era of Vampires, The"
2019-05-24,Villa Rides!
2019-07-21,Altered
2019-12-16,"Amityville Horror, The"
2019-09-30,Second Honeymoon
2019-11-12,Julie & Julia
2019-05-05,"Black Sabbath (Tre volti della paura, I)"
2019-05-26,L'instant et la patience 
2019-07-17,Be Cool
2019-04-28,Splitting Heirs
2019-12-10,Cool as Ice
2019-07-31,Santa Claus
2019-08-24,Paperhouse
2019-08-12,Holes in My Shoes
2019-08-02,Naked in New York
2019-10-21,Ladies in Lavender
2019-10-27,Easy Money (Snabba Cash)
2019-04-16,Lust for Gold
2019-09-21,Firaaq
2019-10-09,Project X
2019-12-04,My Afternoons with Margueritte (La tête en friche)
2019-07-08,40 Guns to Apache Pass
2019-04-01,High Art
2019-10-29,"Planet of the Future, The"
2019-12-02,"Human Comedy, The"
2019-04-19,Man Push Cart
2019-06-25,"Legacy, The"
2019-06-16,Monty Python Live at the Hollywood Bowl
2019-06-23,"Purple Rose of Cairo, The"
2019-11-18,"Crossing, The"
2019-06-16,Godzilla and Mothra: The Battle for Earth (Gojira vs. Mosura)
2019-05-22,Black and White
2019-12-16,"Page of Madness, A (Kurutta ippêji)"
2019-03-17,"Patent Leather Kid, The"
2019-04-22,Robot Carnival (Roboto kânibauru)
2019-03-25,Love and Other Disasters
2019-11-17,"Plumm Summer, A"
2019-10-12,Ride Lonesome
2019-10-07,Gold
2019-09-09,Cheech and Chong's Up in Smoke
2019-09-02,Branded
2019-09-26,Hands Over the City (Le mani sulla città)
2019-09-13,Cyrano de Bergerac
2019-10-21,Torrente 5: Operación Eurovegas
2019-12-21,"Thin Red Line, The"
2019-11-18,"Horse's Mouth, The"
2019-04-12,Cape Fear
2019-09-26,3 Ninjas: High Noon On Mega Mountain
2019-03-12,Under Ten Flags
2019-07-01,Wrong Side Up (Pribehy obycejneho silenstvi)
2019-06-27,"Shape of Things, The"
2019-05-18,Of Horses and Men
2019-04-07,Where Love Has Gone
2019-05-14,Mahogany
2019-04-25,"Classe Tous Risques (Big Risk, The)"
2019-10-25,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa)
2019-06-10,McConkey
2019-09-27,Holidaze
2019-12-09,"Die, Monster, Die!"
2019-06-30,My Darling Clementine
2019-12-30,Something to Talk About
2019-11-11,How to Kill Your Neighbor's Dog
2019-09-04,Sunset Strip
2019-11-18,Second in Command
2019-08-13,Science and Islam
2019-11-14,"East, West, East: The Final Sprint"
2019-04-18,Enter Arsene Lupin
2019-12-15,The Lost Prince
2019-10-10,Family Tree (L'arbre et la forêt)
2019-10-20,Missionary Man
2019-03-30,"Big Chill, The"
2019-06-26,Targets
2019-06-28,Darwin's Nightmare
2019-03-14,The First Men in the Moon
2019-06-19,"Long, Long Trailer, The"
2019-05-02,Peppermint Soda (Diabolo menthe)
2019-08-04,Caveman
2019-11-07,For Love or Money
2019-07-23,Walking With Dinosaurs
2019-08-18,The Losers
2019-11-28,Castle on the Hudson
2019-04-30,One-Eyed Jacks
2019-06-03,Strawberry Wine
2019-10-22,Xingu 
2019-04-21,Witness to Murder
2019-12-11,i hate myself :)
2019-11-14,"Island President, The"
2019-06-12,Wind Across the Everglades
2019-08-28,Firewall
2019-07-18,"River Murders, The"
2019-04-25,De nieuwe Wildernis
2019-04-04,Rabbit-Proof Fence
2019-11-01,"Anna Nicole (Anna Nicole Smith Story, The)"
2019-08-17,"Price of Milk, The"
2019-05-07,Bulletproof Monk
2019-09-17,All Over the Guy
2019-03-09,Ring of Terror
2019-05-27,A Story of Children and Film
2019-07-10,Those Daring Young Men in Their Jaunty Jalopies
2019-07-23,Undertow (Contracorriente)
2019-08-15,"Tingler, The"
2019-06-29,One Week
2019-09-30,Smooth Talk
2019-05-10,Children of a Lesser God
2019-06-10,Sachs' Disease (La maladie de Sachs)
2019-03-24,Road to Nowhere
2019-07-15,Tere Naam
2019-09-30,The Fault in Our Stars
2019-11-30,"Emperor's New Groove, The"
2019-10-20,Jury Duty
2019-09-09,"Hammer, The"
2019-07-09,Sorcerer
2019-05-20,"Boeing, Boeing"
2019-09-05,Split Second
2019-06-09,Halo Legends
2019-11-27,Joker
2019-08-21,"Kids in the Hall: Same Guys, New Dresses"
2019-09-30,Bestiaire
2019-11-27,"Cry, The (Grido, Il)"
2019-03-23,Girl Crazy
2019-03-21,Point Break
2019-04-05,"Blue Umbrella, The"
2019-06-11,"Glenn Miller Story, The"
2019-06-04,Keeping the Faith
2019-05-31,Girl Walks Into a Bar
2019-07-07,"Last Hurrah, The"
2019-07-08,Bigga Than Ben
2019-09-27,Tarzan's Secret Treasure
2019-04-27,Spare Bed-Room
2019-11-14,The Fuller Brush Girl
2019-09-05,DMT: The Spirit Molecule
2019-10-02,Admissions
2019-06-23,Pink Floyd: The Wall
2019-10-06,It's Always Fair Weather
2019-11-13,Auntie Mame
2019-12-29,Scorchers
2019-09-21,Friday the 13th Part 2
2019-10-20,"Big Boss, The (Fists of Fury) (Tang shan da xiong)"
2019-06-21,Ghosts of the Abyss
2019-08-23,Rancho Notorious
2019-11-11,Lies My Father Told Me
2019-12-17,Creation
2019-08-21,"Day the Earth Stood Still, The"
2019-04-03,Class
2019-06-09,West of Zanzibar
2019-05-22,"Pyx, The"
2019-08-31,We're Not Dressing
2019-12-20,One Lucky Elephant
2019-07-28,Rugrats in Paris: The Movie
2019-05-16,The Package
2019-12-24,"Two Women (Ciociara, La)"
2019-06-20,Australian Atomic Confessions
2019-08-02,"Spirit of the Beehive, The (Espíritu de la colmena, El)"
2019-05-30,"Swarm, The"
2019-11-07,Cover Girl
2019-11-24,Dirty Pretty Things
2019-09-22,Mimic: Sentinel
2019-08-15,Closely Watched Trains (Ostre sledované vlaky)
2019-04-27,Condition Red (Beyond the Law)
2019-03-13,Love's Kitchen
2019-07-16,Go Get Some Rosemary (Daddy Longlegs)
2019-12-02,Calvary
2019-07-20,Mamitas
2019-08-03,School Ties
2019-12-07,D-War (Dragon Wars)
2019-05-04,Call Me Crazy: A Five Film
2019-10-05,Absolon
2019-09-28,Cold Weather
2019-12-03,Ikigami
2019-11-18,Rude Awakening
2019-07-10,"Haunting in Connecticut, The"
2019-03-16,"Bullet for Joey, A"
2019-06-18,"Expendables 2, The"
2019-03-13,Animal
2019-06-25,Carnages (a.k.a. Carnage)
2019-09-01,Liberty
2019-03-09,Sauna
2019-06-05,Dedication
2019-10-30,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo)"
2019-09-18,Suzanne's Career (La carrière de Suzanne)
2019-12-28,Juan of the Dead (Juan de los Muertos)
2019-12-25,Carne
2019-09-13,Secretary
2019-07-18,Mulan
2019-09-13,Flight
2019-10-22,Le convoyeur
2019-03-08,A Kind of America 2
2019-08-02,"Member of the Wedding, The"
2019-12-24,China Seas
2019-09-22,Aziz Ansari: Buried Alive
2019-03-09,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira)
2019-11-08,Three Comrades
2019-12-28,Frankenstein Meets the Wolf Man
2019-06-02,Dark Skies
2019-07-19,Dear Frankie
2019-09-03,Tortilla Soup
2019-05-21,At the Death House Door
2019-08-16,Warlock
2019-07-19,Freaky Deaky
2019-12-01,Four Daughters
2019-07-17,"Little Colonel, The"
2019-08-20,Zatoichi Goes to the Fire Festival (Zatôichi abare-himatsuri) (Zatôichi 21)
2019-10-07,Love That Boy
2019-04-14,Stromboli
2019-12-15,My First War
2019-12-23,Slim Susie (Smala Sussie)
2019-07-30,Red Tails
2019-11-21,Platform (Zhantai)
2019-07-22,"Last Legion, The"
2019-05-07,Fog City Mavericks
2019-09-20,December Boys
2019-03-25,Liam
2019-07-05,"Sugar Curtain, The (El telón de azúcar)"
2019-08-19,Scooby-Doo! Curse of the Lake Monster
2019-09-09,"Bye Bye, Love"
2019-12-28,Black and White
2019-06-09,"Four Seasons, The"
2019-04-25,Jin Roh: The Wolf Brigade (Jin-Rô)
2019-06-24,Sunshine State
2019-12-13,Judas Kiss
2019-10-04,Walk of Shame
2019-03-24,Pootie Tang
2019-03-22,2012: Supernova
2019-04-29,The Young Savages
2019-10-28,"Body, The"
2019-10-28,Reasonable Doubt
2019-12-25,Back Soon
2019-07-16,"Frankenstein Syndrome, The"
2019-11-19,Last of the Dogmen
2019-12-17,Gettysburg
2019-12-18,"Grifters, The"
2019-07-13,Madam Satan
2019-06-22,Napoleon Dynamite
2019-10-21,FBI: Frikis buscan incordiar
2019-12-17,Beyond The Hills
2019-11-08,Crawlspace
2019-07-04,Gabriel Over the White House
2019-09-24,"Curse of the Werewolf, The"
2019-12-09,Girl 6
2019-07-28,Meatballs Part II
2019-10-25,Radio Inside
2019-12-05,Bay of Blood (a.k.a. Twitch of the Death Nerve) (Reazione a catena)
2019-09-26,Shinobi No Mono 3: Resurrection (Shin shinobi no mono)
2019-08-25,"Champ, The"
2019-09-16,Off Limits
2019-06-16,Dr. Ehrlich's Magic Bullet
2019-03-23,"Crimson Pirate, The"
2019-03-27,Peter & the Wolf
2019-03-13,Runner Runner
2019-05-06,Animal Kingdom
2019-10-21,Loser Takes All! (Qui perd gagne !)
2019-07-23,"Generale Della Rovere, Il"
2019-11-21,Carmen Comes Home (Karumen kokyo ni kaeru)
2019-05-22,Fuhrer Ex (Führer EX)
2019-09-25,"Monster Walks, The"
2019-04-08,Geronimo: An American Legend
2019-04-24,Attack of the Giant Leeches
2019-08-17,Million Dollar Arm
2019-11-08,Hercules in New York
2019-12-27,Turn Left at the End of the World (Sof Ha'Olam Smola)
2019-08-22,Backfire
2019-10-31,Paradise Alley
2019-12-12,"Food, Inc."
2019-06-17,Mission to Moscow
2019-08-31,Elena Undone
2019-07-30,Way Down East
2019-08-16,Open Water 2: Adrift
2019-07-16,Apollo 13
2019-12-14,Women in Love
2019-10-05,"Big Bang, The"
2019-08-20,Reckless
2019-05-29,Double Solitaire
2019-06-26,Prairie Love
2019-09-04,Men Don't Leave
2019-11-03,Wild Man Blues
2019-05-07,Open Range
2019-11-06,Forget Me Not
2019-11-11,Spark: A Burning Man Story
2019-05-28,Loving
2019-05-24,Helsinki Napoli All Night Long
2019-04-13,"King of Texas, The"
2019-11-07,Fidel
2019-03-13,One Man's Hero
2019-05-26,Background to Danger
2019-12-05,Sasayaki (a.k.a. Moonlight Whispers) (Gekkô no sasayaki)
2019-10-03,"Singer, The (Quand j'étais chanteur)"
2019-07-28,Possessed
2019-03-18,"White Stripes Under Great White Northern Lights, The"
2019-12-06,Saving Silverman (Evil Woman)
2019-03-19,The ABCs of Death 2
2019-08-28,"Aral, Fishing in an Invisible Sea"
2019-04-21,"Ketchup Effect, The (Hip Hip Hora!)"
2019-07-18,"Legend II, The (Fong Sai Yuk juk jaap)"
2019-03-26,Rules of Engagement
2019-07-25,Hell Up in Harlem
2019-12-16,"Trigger Effect, The"
2019-03-10,Hamlet
2019-08-25,Bonnie Scotland (Heroes of the Regiment)
2019-06-06,Tango & Cash
2019-03-30,"Amateurs, The (Moguls, The)"
2019-04-08,"Inconvenient Truth, An"
2019-11-18,Dragonwyck
2019-10-30,Down and Derby
2019-05-08,"Phantom, The"
2019-04-28,Boyz N the Hood
2019-11-03,Schwestern
2019-03-20,Golden Gate
2019-12-03,"Whip and the Body, The (Frusta e il corpo, La)"
2019-03-15,One Piece Film Z
2019-06-28,Mr. Nanny
2019-11-25,Rogue Trader
2019-10-03,Star Wreck: In the Pirkinning
2019-11-19,Break-in
2019-06-14,Didier
2019-04-29,Everything I Can See From Here
2019-06-14,"Cove, The"
2019-11-22,Silent Hill
2019-04-10,Jönssonligan på Mallorca
2019-08-16,Lightnin'
2019-11-13,Bullets Don't Argue
2019-10-26,"Girl by the Lake, The (La ragazza del lago)"
2019-05-25,Ambush Trail
2019-06-12,Kinky Boots
2019-07-08,Star Trek: First Contact
2019-09-14,Innocent Blood
2019-04-13,Gigi
2019-06-22,"Fearless Vampire Killers, The"
2019-09-19,Helvetica
2019-06-08,Love Crime (Crime d'amour)
2019-11-10,How I Won the War
2019-04-02,Titanic
2019-04-05,"I Am My Films - A Portrait of Werner Herzog (Was ich bin, sind meine Filme)"
2019-06-27,Flash of Genius
2019-03-30,Family Guy Presents: Blue Harvest
2019-12-04,Cencoroll
2019-10-31,My Future Boyfriend
2019-07-15,Tanner Hall
2019-08-30,King Solomon's Mines
2019-07-20,Bully
2019-04-07,Kings of Pastry (Les rois de la pâtisserie)
2019-08-16,Portraits Chinois
2019-11-03,"World Is Not Enough, The"
2019-03-27,"Adventures of Ford Fairlane, The"
2019-07-07,Extreme Ops
2019-12-01,Mark of the Vampire
2019-11-29,"Jewel of the Nile, The"
2019-06-11,"Buccaneer, The"
2019-07-16,Goddess (Devi)
2019-09-16,Bob & Carol & Ted & Alice
2019-03-17,Camouflage (Barwy ochronne)
2019-11-17,"Girl in the Café, The"
2019-10-08,Hotel
2019-11-14,"Walk to Remember, A"
2019-09-05,Green Card
2019-04-09,Hot Pursuit
2019-04-29,"Dawn Patrol, The"
2019-09-17,"Lady in Number 6: Music Saved My Life, The"
2019-03-29,Symphony of the Soil
2019-07-23,Summer of the Monkeys
2019-08-29,From the Terrace
2019-09-10,Storm
2019-04-02,"Hidden Assassin (Shooter, The)"
2019-04-29,Ruins
2019-07-19,Sarah's Key (Elle s'appelait Sarah)
2019-05-02,Before I Go to Sleep
2019-12-01,Shouting Fire: Stories from the Edge of Free Speech
2019-08-18,Paperhouse
2019-12-22,Aliyah (Alyah) 
2019-08-02,Charlie Chan at the Opera
2019-04-08,The Key
2019-04-29,Babe: Pig in the City
2019-08-22,Shoot 'Em Up
2019-10-01,"Day of the Jackal, The"
2019-08-07,Orpheus (Orphée)
2019-06-11,"Long, Long Trailer, The"
2019-08-24,Angels Crest
2019-09-13,Fandango
2019-05-19,Tol'able David
2019-03-16,How Stella Got Her Groove Back
2019-09-28,Garfield: The Movie
2019-04-01,The Vengeance of Fu Manchu
2019-04-13,"Ten Commandments, The"
2019-07-17,Fantasy Mission Force (Mi ni te gong dui)
2019-03-19,"Divorce of Lady X, The"
2019-11-14,"Rum Diary, The"
2019-10-24,Morituri
2019-08-17,Something of Value
2019-12-25,Zatoichi and the Doomed Man (Zatôichi sakate giri) (Zatôichi 11)
2019-09-27,I Went Down
2019-12-03,"Wrong Arm of the Law, The"
2019-09-24,"Day in the Country, A (Partie de campagne)"
2019-09-25,20th Century Boys - Chapter 1: Beginning of the End
2019-10-17,"Mountain, The"
2019-11-13,Lamerica
2019-09-21,"King of Texas, The"
2019-07-31,Teenage Mutant Ninja Turtles
2019-10-31,Dreams That Money Can Buy
2019-11-14,Tora-san's Love Call (Otoko wa tsurai yo: Torajiro koiuta)
2019-05-27,"Overcoat, The (Il cappotto)"
2019-12-05,Pigs with a P.38
2019-06-12,"Comedy of Terrors, The"
2019-06-11,Lambada
2019-09-22,Marie-Jo and Her 2 Lovers (Marie-Jo et ses 2 amours)
2019-04-16,"Ghost Writer, The"
